Unique ID,Price,date,Postcode,Property type,old/new,Duration,PAON,SAON,Street,Locality,Town,District,County,Record Status
{AAE38D70-43FB-44C7-B7DC-00ED0372F333},485000,31/01/2012 00:00,BA1 4AR,F,N,L,THE ELMS,FLAT 7,WESTON PARK WEST,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{BE4F81CB-4E38-44C3-9645-046EB34E49D1},595000,10/02/2012 00:00,BA1 5SN,D,N,F,8,,HERMITAGE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{39DC0AA1-0156-4962-9AE9-04C3706F23E9},275000,27/01/2012 00:00,BA2 3JH,T,N,F,19,,LYNDHURST ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{DFE0E12C-872B-42E6-BA8D-04E5A7B812A2},290000,03/02/2012 00:00,BA1 7PY,S,N,L,67,,MEADOW PARK,BATHFORD,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{FFF6A8AF-122A-4F0B-BFEA-05BED1479EE7},690000,03/02/2012 00:00,BA2 3AB,D,N,F,"COBDEN HOUSE, 1",,BLOOMFIELD AVENUE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{0A6AB1EC-4FA8-4D60-B8DA-06B8A128DEEA},146000,02/02/2012 00:00,BA1 2UB,F,N,L,12,FRONT BASEMENT FLAT,CAVENDISH PLACE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{EBBE001A-DA49-40A8-B429-06BBACE89161},225000,21/12/2011 00:00,BA1 1AQ,F,Y,L,"SOUTHGATE HOUSE, 3",FLAT 7,SOUTHGATE STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{4FE7585B-585F-4048-A527-0B05F6C6A0AA},321500,30/01/2012 00:00,BA1 3LA,T,N,F,82,,NEWBRIDGE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{368DB3CD-5A5B-4EDC-A1BA-0E2E01F1E111},243000,13/02/2012 00:00,BA1 6NB,S,N,F,27,,BAY TREE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{E4A16FEB-AA3D-4BE0-A4EA-0FA2FC14E774},195000,27/01/2012 00:00,BA2 2LW,S,N,F,30,,MARSDEN ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{E4466BB6-F48B-46EE-84A5-164FF1ED9683},249950,19/01/2012 00:00,BA1 7PX,S,N,L,13,,MEADOW PARK,BATHFORD,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{3BBB6F24-BE22-43DF-B273-173CCC1F8249},125000,23/01/2012 00:00,BA2 8EL,S,N,F,9,,ECKWEEK GARDENS,PEASEDOWN ST JOHN,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{4B769AB3-EA5D-4750-BB47-1A0991849E45},230000,15/12/2006 00:00,BA1 5NF,F,N,L,15 AND 16,FLAT 4,WALCOT PARADE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{730BB457-B69D-4FDB-B068-23F98F4D36FF},296950,17/02/2012 00:00,BA1 3HJ,S,N,F,257,,NEWBRIDGE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{EB1439DB-50AF-471F-A091-24D2C4EC6668},415000,27/01/2012 00:00,BA2 2AD,S,N,F,37,,BLOOMFIELD ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{48C4E4EE-766F-473F-9F74-25929FF5D41C},247200,13/01/2012 00:00,BA2 2JZ,D,N,F,187,,CORONATION AVENUE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{CEA48C16-2D42-4B2B-8870-2936682E81A8},109950,09/02/2012 00:00,BA2 8JA,T,N,F,67,,FREDERICK AVENUE,PEASEDOWN ST JOHN,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{D07F9063-0517-4203-8480-2E733661E91B},500000,02/02/2012 00:00,BA2 7BA,D,N,F,24,,BEECH AVENUE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{4EBB2144-CEC7-461E-847E-2F2DCDE90872},135000,17/01/2012 00:00,BA1 5NF,T,N,L,13,FLAT 4,WALCOT PARADE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{C19C3144-925A-4A70-93C5-3037110536CE},330000,27/01/2012 00:00,BA1 4EW,T,N,F,WICKFORD,,TRAFALGAR ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{61B09D85-3414-4498-A1D4-31EA3A2BE3C7},590000,22/12/2011 00:00,BA2 7DL,D,N,F,CHRISTMAS COTTAGE,,,SOUTHSTOKE,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{3C37C8EE-E857-4B71-A8EC-369A3D39BF56},221500,17/02/2012 00:00,BA2 2LP,D,N,F,56,,AMBLESIDE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{58E40E22-DB33-4289-BEE4-36E553588D2E},215000,21/02/2012 00:00,BA1 5QJ,T,N,L,7,,RICHMOND HEIGHTS,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{A0FD5A4A-91D3-4A74-A9E9-38FD6811A2A3},138500,14/02/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 10,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{B8ACC53C-3384-46F2-BB5A-3A6CC04197FB},192500,20/01/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 4,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{6BEB06A6-6F27-4DE4-8AAF-3CC276AC2CA6},245000,13/02/2012 00:00,BA2 1HJ,T,N,F,33,,SOUTHDOWN ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{4591DCE6-DA14-491D-97AC-3E35EFEF5A8B},345000,06/02/2012 00:00,BA2 5JE,S,N,F,43,,WESTERLEIGH ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{A48109B4-CFF0-4CD9-8A12-3E8DC0F703FD},495000,10/02/2012 00:00,BA2 6EP,D,N,F,THE LODGE MEWS,,BATHWICK HILL,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{CD31BEB4-C013-49BB-BFC1-3EBD672A9428},439500,19/01/2012 00:00,BA2 6LZ,F,N,L,DRAYCOTT COURT,FLAT 1,HENRIETTA GARDENS,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{E973F317-DE85-4E73-91D5-420F6B9E914B},270000,24/01/2012 00:00,BA1 7AW,S,N,F,3,,BENNETTS ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{2555B98E-9720-42A5-A9A4-42399521C04C},380000,02/02/2012 00:00,BA2 5EZ,S,N,F,1,,BERKELEY PLACE,COMBE DOWN,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{003E5D8B-9FEC-4E6C-9EBB-45B5072CDB52},890000,15/02/2012 00:00,BA1 5TU,D,N,F,5,,RICHMOND ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{DF71EAA2-78A0-4A13-AD05-48928F160240},161500,03/02/2012 00:00,BA1 5NB,F,N,L,THE OLD WALCOT SCHOOL,FLAT 5,GUINEA LANE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{E4B23175-F57F-4ECA-83DB-48AD6B1B66AF},660000,22/12/2011 00:00,BA2 4PH,T,N,F,59,,LYNCOMBE HILL,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{015E74ED-A618-4D71-A526-48C9FFC99D09},159000,20/01/2012 00:00,BA1 6AB,F,N,L,8,FIRST FLOOR FLAT,WALCOT TERRACE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{FD4B3576-334B-41E9-AC00-49DD93F9C3A8},195000,27/01/2012 00:00,BA2 2LQ,S,N,L,71,,MARSDEN ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{981DA9C5-34F3-4379-8DD5-4A21B184FABC},250000,25/01/2012 00:00,BA2 3RT,T,N,L,25,,BELLOTTS ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{1857804B-A8D9-4055-938B-4C832A598885},178250,03/02/2012 00:00,BA1 5LX,F,N,L,2,FLAT 2,THE PARAGON,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{31B0CCFE-99F3-49BA-962F-4E75D4325A21},177000,27/01/2012 00:00,BA1 7NR,T,N,F,105,,ELMHURST ESTATE,BATHEASTON,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{2A7E411A-2E66-427B-9E41-5166F13AE2DD},240000,10/01/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 2,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{56639412-BFED-4282-99A7-607F654A31E2},245000,06/02/2012 00:00,BA1 6AX,F,N,L,20,FLAT 5,GROSVENOR PLACE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{A41262CA-DF07-44AE-860B-60C12ACAD60F},305000,01/02/2012 00:00,BA2 6NZ,T,N,F,35,,BATHWICK STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{93818A37-99A6-4764-9069-62C3AAB40E7D},760000,16/01/2012 00:00,BA1 5HH,D,N,F,7,,DIXON GARDENS,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{F209CB27-2AD2-4B7F-A7F9-681C8BFBCD95},139500,30/01/2012 00:00,BA1 2SL,F,N,L,PHOENIX HOUSE,FLAT 62,NORTHAMPTON STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{4A54CA4E-D289-45F5-B38C-68CF6118488D},270000,13/02/2012 00:00,BA2 6UX,S,N,F,62,,HOLCOMBE VALE,BATHAMPTON,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{9AB84E2E-1DB7-40BA-B4EC-6F5C8786196F},190000,31/01/2012 00:00,BA2 5LS,S,N,F,106,,ENTRY HILL,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{F28C7849-737E-4B8C-9698-6F5D410C431D},250000,31/01/2012 00:00,BA2 1AW,S,N,L,115,,IVY AVENUE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{EAB21780-454D-4CE0-B62C-6FF40A7CE29C},132500,20/01/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 5,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{9F1453E9-84F8-48D7-AD6E-70784E1491F0},275000,23/01/2012 00:00,BA1 2QF,F,N,L,13,FLAT 5,RUSSELL STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{B3336D28-4BA1-4C42-B056-70ADBF39C05E},149950,25/01/2012 00:00,BA2 2SE,S,N,F,11,,COLBOURNE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{404BCF45-765E-4D24-957F-7286A0C3672D},1920000,10/02/2012 00:00,BA2 6EX,D,N,F,26,,BATHWICK HILL,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{970A6292-181E-4F43-A5D8-72CE46CA79C6},445000,27/01/2012 00:00,BA1 6JS,S,N,F,129,,FAIRFIELD PARK ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{3AD6BF38-2EBC-48D5-A2A7-74F6133EE590},985000,25/01/2012 00:00,BA2 4PF,T,N,F,19,,LYNCOMBE HILL,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{8ABF0D21-2B51-4A1F-9484-75233C255E38},620000,25/01/2012 00:00,BA2 4PA,T,N,F,7,,ST MARKS ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{1A122564-8D9B-46F4-AD6C-7737AE5439A3},98000,30/03/2001 00:00,BA1 5NF,F,N,L,15 - 16,FLAT 5,WALCOT PARADE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{1E95B719-02CF-430B-A0D3-7A0819A27ED0},213000,03/02/2012 00:00,BA2 2HG,S,N,F,14,,ACACIA GROVE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{C435875F-B776-4975-AC3F-7DFB50940204},152000,16/01/2012 00:00,BA2 2LN,T,N,F,16,,CANONS CLOSE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{FA0296DE-7685-4742-BF91-8030FC2CC229},184000,14/02/2012 00:00,BA2 6DW,F,N,L,RETFORD HOUSE,FLAT 10,CLAVERTON COURT,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{97C8253A-E4A3-4DFD-BFCB-806D0D50DFA6},215000,31/01/2012 00:00,BA1 4ES,T,N,F,47,,LYNFIELD PARK,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{100A42EE-3985-4E1E-8E52-82B6E3639711},645000,23/01/2012 00:00,BA2 4JH,T,N,F,16,,CAROLINE BUILDINGS,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{2389D816-EE55-44FE-9380-85A142C836B0},470000,17/01/2012 00:00,BA2 6QN,T,N,F,1,,ROCKLIFFE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{D0F48985-D0E8-423B-923D-877AAD330725},182500,20/01/2012 00:00,BA1 6BN,T,N,L,9,,RINGSWELL GARDENS,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{076D3AEB-E2F2-4EBC-AC1E-8824E650F065},115000,27/01/2012 00:00,BA1 5NH,F,N,L,5,,ANGLO TERRACE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{9F1A732F-3485-477B-80AC-88E07F1CE8A9},540000,13/02/2012 00:00,BA2 5SN,S,N,F,32,,SOUTHSTOKE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{B8A9D1CF-E4FD-4222-813C-90636636A8A6},620000,10/02/2012 00:00,BA1 5SN,D,N,F,9,,HERMITAGE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{3691F9FC-0717-41F8-A049-915F1B38E312},170000,10/02/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 33,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{4CD3FA8F-4111-4715-85F5-94E8DD2794C0},250000,13/01/2012 00:00,BA1 6NS,S,N,F,35,,CHARLCOMBE LANE,LARKHALL,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{DA620CD6-A921-47E2-BCAA-96DCD65FF1F5},94500,02/12/2011 00:00,BA2 3AP,F,N,L,34,GROUND FLOOR FLAT,WELLS ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{070AFC3F-C7D4-49F4-BED7-98C5B12EE367},145000,27/01/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 25,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{2F05D978-BDFF-4B82-AFAC-9A1FFEBB4127},178000,30/01/2004 00:00,BA1 5NF,F,N,L,15 - 16,FLAT 5,WALCOT PARADE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{6FF90290-9357-444A-98BF-9CF7027F0D0D},246000,22/12/2011 00:00,BA1 6AX,F,N,L,11,LOWER MAISONETTE,GROSVENOR PLACE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{6AB218E2-2BA1-4A51-9D04-9D4B1DE91C49},353000,17/02/2012 00:00,BA1 2RU,F,N,L,6,5,PORTLAND PLACE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{2E2DDCB9-0D01-4D04-A543-9FA658E5C83A},320000,31/01/2012 00:00,BA2 5AS,D,N,F,WEST LODGE,,FOX HILL,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{19CED083-02FA-4D34-9089-A0E667754BCC},1850000,09/02/2012 00:00,BA1 5RR,S,N,F,THE MAPLES,,COLLEGE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{25CB7A63-D340-4156-B07D-A37FD31B00F3},215000,09/02/2012 00:00,BA2 8SL,D,N,F,44,,FRENCHFIELD ROAD,PEASEDOWN ST JOHN,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{CA8E5836-56DC-4F54-BA33-A58803730431},200000,27/01/2012 00:00,BA2 8SB,D,N,F,12,,WELLOW MEAD,PEASEDOWN ST JOHN,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{9A18809A-C096-4EC3-BEE0-A66EBC7D9CCD},300000,31/01/2012 00:00,BA1 7UD,D,N,F,39,,DOVERS PARK,BATHFORD,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{7FD77F94-873D-4114-A974-A90D3EE132E5},125000,31/01/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 32,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{38B15FE7-386B-45C0-A7B0-AB3FB9CE581F},227000,27/01/2012 00:00,BA2 6TA,T,N,F,27,,HARBUTTS,BATHAMPTON,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{10D52DAA-C6F9-4B56-8F18-AF6778DABFBF},120000,10/01/2012 00:00,BA1 4AS,F,N,L,OAKFIELD,1 THE COACH HOUSE,WESTON PARK,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{CEA821DB-9631-48CD-96C0-B0C03A422802},250000,23/01/2012 00:00,BA1 2BG,F,N,L,CUMBERLAND HOUSE,FLAT 6,NORFOLK CRESCENT,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{8497D909-0326-4DC4-9926-B1C936B0F50D},340000,13/02/2012 00:00,BA1 6TD,T,N,F,16,,FERNDALE ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{5F80869E-BC04-4BEF-8312-B33F10D6DE65},400000,06/01/2012 00:00,BA2 6RQ,S,N,F,6,,MINSTER WAY,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{2C0BF79C-88FA-40C5-851C-B470EC8CA125},650000,11/01/2012 00:00,BA2 7AJ,D,N,F,10,,CLAVERTON DRIVE,CLAVERTON DOWN,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{594E2A53-4F64-41B4-BD5C-B634C8FCCB8F},725000,14/02/2012 00:00,BA2 4NA,S,N,F,13,,SUNNYBANK,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{6E0D9016-61A8-4C8D-B518-B7386780FFC3},312500,06/02/2012 00:00,BA2 3NF,T,N,F,19,,OLDFIELD ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{F60C083D-028A-4458-A95F-B9E6A869EF32},157000,27/01/2012 00:00,BA2 0NR,T,N,F,121,,GREENVALE DRIVE,TIMSBURY,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{D3833369-9CF5-4250-9CF3-BA70CEA08113},315000,25/01/2012 00:00,BA2 7SN,T,N,F,34,,HIGH STREET,HINTON CHARTERHOUSE,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{FC97D882-1DE0-4FF2-96D9-C0AAA32B590E},999000,23/01/2012 00:00,BA2 5QR,D,N,F,HORSECOMBE GRANGE,,HORSECOMBE VALE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{618E4BA8-21B1-449F-8D7D-C0BDD1325495},240000,18/01/2012 00:00,BA2 3RS,T,N,F,38,,BROOK ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{00829D77-5189-46EC-AEC0-C1121BD839B8},210000,27/01/2012 00:00,BA2 3LU,T,N,F,4,,SHAFTESBURY MEWS,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{D3CCE544-6786-400A-9D54-C11A4B94F4B0},222500,14/02/2012 00:00,BA2 7NY,S,N,F,20,,RINGWELL,NORTON ST PHILIP,BATH,MENDIP,SOMERSET,A
{3E7CE489-D2C9-4BFF-B2ED-C5F44F7ABB60},210000,17/02/2012 00:00,BA1 2RQ,F,N,L,4,FLAT 2,BRUNSWICK PLACE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{7E1EA0B5-E681-45F7-8148-C72A118EF067},190000,27/01/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 14,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{9619527F-A21C-4762-A684-CA0FD3D57F5D},279950,16/02/2012 00:00,BA1 3BP,T,N,F,7,,EDWARD STREET,LOWER WESTON,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{4D864E82-966C-49C5-8359-CCE9C9718352},120000,26/01/2012 00:00,BA2 1QA,S,N,F,6,,EAST WAY,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{A382ABC4-AE48-4E78-B12D-CD8DAF7C9063},400000,13/12/2011 00:00,BA1 6PQ,T,N,F,12,,BRUNSWICK STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{F26DC83E-3D15-4ABB-A53A-CE99A70FED7E},620000,07/02/2012 00:00,BA1 5JQ,T,N,F,4,,CITY VIEW,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{A829B12A-81F8-430E-A1E4-D34B2A86B770},195000,18/01/2012 00:00,BA1 5BG,F,Y,L,"LADYMEAD HOUSE, 110 - 112",FLAT 3,WALCOT STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{7ED9F90C-4A37-4940-97E2-D40BBBA35DF9},575000,01/02/2012 00:00,BA2 6JS,S,N,F,1A,,CLEVELAND WALK,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{1563BD7F-AE0C-4AF5-A282-D415F8F4C960},275000,26/01/2012 00:00,BA1 3NS,F,N,L,50,GARDEN APARTMENT,COMBE PARK,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{0C7897AE-2DE5-4047-940C-D804F48DA46B},230000,25/11/2011 00:00,BA1 1AU,F,Y,L,"ST LAWRENCE HOUSE, 1",FLAT 7,PHILIP STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{0C8168AB-AF06-4B80-B447-D86511873BDA},385000,06/01/2012 00:00,BA2 4DN,F,N,L,61,FLAT 1,GREAT PULTENEY STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{0BE65DF3-9484-4D6A-AA12-DC041902D5A7},700000,15/02/2012 00:00,BA1 5PZ,T,N,F,25,,RICHMOND PLACE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{9FFF1691-3D78-4C48-975F-DCFCC6A43701},165000,03/02/2012 00:00,BA2 2TS,F,N,L,37,,ORCHID DRIVE,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{B24ED8FD-89EB-455E-8449-DF1E8DD2491E},192000,06/02/2012 00:00,BA1 4AR,F,N,L,HOCKLEY COURT,13,WESTON PARK WEST,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{64903D04-85F5-4DC2-AAC6-E003E824708C},250000,20/02/2012 00:00,BA2 4DP,F,N,L,52,FLAT 5,GREAT PULTENEY STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{37FB2371-9762-4F8F-890B-E3C7406BF1F5},160000,09/02/2012 00:00,BA2 8AG,S,N,F,3,,CAM VALE,PEASEDOWN ST JOHN,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{F16C335A-611C-4F4C-A0C2-E7CB3C994FA0},230000,16/12/2011 00:00,BA1 2BQ,F,N,L,26,FLAT 3,GREAT STANHOPE STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{2C996426-0535-458C-8872-EA4762FAC794},245000,06/01/2012 00:00,BA1 6QZ,S,N,F,35,,SALISBURY ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{4C9343F1-F3CF-4E75-AD9A-EC091B560FFE},250000,30/01/2012 00:00,BA2 3QQ,T,N,F,31,,CYNTHIA ROAD,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{7473A43E-4E8E-4BC3-B2C7-ED64EE8602E6},220000,20/01/2012 00:00,BA1 1AU,F,Y,L,"ST LAWRENCE HOUSE, 1",FLAT 7,PHILIP STREET,,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
{81E6F699-147B-4317-98B1-EE3BC134E104},220000,20/01/2012 00:00,BA2 0AP,D,N,F,6,,BELL CLOSE,FARMBOROUGH,BATH,BATH AND NORTH EAST SOMERSET,BATH AND NORTH EAST SOMERSET,A
